Name,Country,Sales,Profit,Assets,Market Value
Eurobank Ergasias,Greece,6100000000.0,1300000000.0,85700000000.0,8400000000.0
Shaanxi Construction Engineering Group,China,24000000000.0,515500000.0,46200000000.0,2100000000.0
Voya Financial,United States,7600000000.0,793000000.0,149800000000.0,7500000000.0
Sany Heavy Industry,China,10200000000.0,640900000.0,21400000000.0,20000000000.0
Bank of India,India,8100000000.0,792900000.0,110800000000.0,6700000000.0
Dick's Sporting Goods,United States,13000000000.0,1000000000.0,10200000000.0,15900000000.0
Bank of Changsha,China,6500000000.0,1100000000.0,146800000000.0,4800000000.0
Luzhou Lao Jiao,China,3800000000.0,2000000000.0,9500000000.0,38500000000.0
Israel Discount Bank,Israel,6500000000.0,1100000000.0,109900000000.0,6200000000.0
China Development Financial,Taiwan,10300000000.0,607700000.0,118900000000.0,7500000000.0
Adani Enterprises,India,12700000000.0,391400000.0,19300000000.0,41900000000.0
T Rowe Price,United States,6700000000.0,1900000000.0,12900000000.0,26100000000.0
Paychex,United States,5200000000.0,1700000000.0,13000000000.0,45200000000.0
Shanghai Construction ,China,43500000000.0,222000000.0,48500000000.0,3000000000.0
Greentown China Holdings,China,18600000000.0,442900000.0,75500000000.0,3000000000.0
Orsted,Denmark,8400000000.0,-3100000000.0,42000000000.0,25700000000.0
Shanxi Xinghuacun Fen Wine Factory,China,4000000000.0,1700000000.0,7000000000.0,44500000000.0
Paramount,United States,30100000000.0,-481000000.0,52000000000.0,8000000000.0
Arca Continental,Mexico,12000000000.0,986700000.0,14100000000.0,17300000000.0
Wuchan Zhongda Group,China,81500000000.0,484800000.0,28200000000.0,3500000000.0
Baxter International,United States,14900000000.0,-233000000.0,27800000000.0,18000000000.0
Copart,United States,4200000000.0,1400000000.0,8000000000.0,52400000000.0
Shanghai Pharmaceuticals,China,36800000000.0,530100000.0,30100000000.0,5900000000.0
China CSSC Holdings,China,11300000000.0,462300000.0,24500000000.0,22200000000.0
Darden Restaurants,United States,11200000000.0,1000000000.0,11400000000.0,18400000000.0
LPL Financial Holdings,United States,10500000000.0,1000000000.0,11000000000.0,20000000000.0
Jacobs Solutions,United States,16899999999.999998,657400000.0,14900000000.0,17100000000.000002
Guosen Securities,China,2900000000.0,821000000.0,65800000000.0,11900000000.0
Vonovia,Germany,5300000000.0,-4300000000.0,101600000000.0,26300000000.0
National Bank of Greece,Greece,3900000000.0,1300000000.0,78200000000.0,8400000000.0
GF Securities,China,4900000000.0,1100000000.0,93400000000.0,8500000000.0
Hua Nan Financial,Taiwan,4800000000.0,693500000.0,126100000000.0,11000000000.0
WestRock,United States,19500000000.0,304900000.0,26900000000.0,13700000000.0
Coterra Energy ,United States,5300000000.0,1300000000.0,21000000000.0,21000000000.0
EXOR,Netherlands,2800000000.0,2500000000.0,14800000000.0,23900000000.0
SBI Holdings,Japan,8400000000.0,603300000.0,179800000000.0,7600000000.0
Hormel Foods,United States,12100000000.0,794700000.0,13500000000.0,19900000000.0
Nedbank,South Africa,8199999999.999999,837900000.0,71700000000.0,6100000000.0
M&G,United Kingdom,13800000000.0,369200000.0,240300000000.0,6200000000.0
Vulcan Materials,United States,7700000000.0,915300000.0,13900000000.0,34299999999.999996
WPP,United Kingdom,18500000000.0,137200000.0,34299999999.999996,11600000000.0
Cadence Design,United States,4099999999.9999995,1000000000.0,5700000000.0,78600000000.0
AvalonBay Communities,United States,2800000000.0,953600000.0,20600000000.0,28300000000.0
Ternium,Luxembourg,18500000000.0,662600000.0,24800000000.0,8600000000.0
Antofagasta,United Kingdom,6300000000.0,833700000.0,19600000000.0,29600000000.0
China Merchants Securities,China,4300000000.0,1200000000.0,98100000000.0,8000000000.0
Spotify Technology,Luxembourg,15000000000.0,-119400000.0,9800000000.0,59100000000.0
Grupo Carso,Mexico,11300000000.0,737700000.0,14900000000.0,20400000000.0
Osaka Gas,Japan,14400000000.0,917500000.0,19700000000.0,9300000000.0
Interpublic Group,United States,10900000000.0,1100000000.0,17300000000.0,12000000000.0
Kaspi.kz JSC,Kazakhstan,4500000000.0,1900000000.0,15400000000.0,23200000000.0
APA,United States,8199999999.999999,2700000000.0,15000000000.0,11500000000.0
WH Group ,Hong Kong,26200000000.0,629300000.0,19200000000.0,9300000000.0
Agnico Eagle Mines,Canada,6900000000.0,465500000.0,28800000000.0,35000000000.0
J Sainsbury,United Kingdom,40900000000.0,171400000.0,31700000000.0,8400000000.0
Julius Baer Group,Switzerland,6500000000.0,505200000.0,115000000000.0,12300000000.0
Ingersoll Rand,United States,6900000000.0,819800000.0,15500000000.0,37400000000.0
WEG,Brazil,6700000000.0,1200000000.0,6400000000.0,32500000000.0
Euronext,Netherlands,1600000000.0,603700000.0,238500000000.0,10300000000.0
US Steel,United States,17800000000.0,867000000.0,20400000000.0,8100000000.0
Taiwan Cooperative Financial,Taiwan,4200000000.0,544300000.0,156500000000.0,12100000000.0
Toll Brothers,United States,10200000000.0,1400000000.0,12500000000.0,13600000000.0
Arrow Electronics,United States,31300000000.0,713400000.0,20300000000.0,7000000000.0
Western Digital,United States,11900000000.0,-1600000000.0,23800000000.0,23500000000.0
The Mosaic Company,United States,12800000000.0,775300000.0,22900000000.0,9800000000.0
Fortinet,United States,5400000000.0,1200000000.0,7700000000.0,46900000000.0
ENN Natural Gas,China,20000000000.0,936400000.0,18900000000.0,7800000000.0
Kajima,Japan,18400000000.0,795500000.0,20700000000.0,8300000000.000001
ENN Energy Holdings,China,16100000000.000002,962100000.0,14500000000.0,11100000000.0
Acciona,Spain,18400000000.0,584900000.0,35000000000.0,7300000000.0
UPM-Kymmene,Finland,11200000000.0,524799999.99999994,20000000000.0,20400000000.0
Guangzhou Automobile Group,China,18300000000.0,630300000.0,30800000000.0,4600000000.0
DaVita,United States,12300000000.0,815600000.0,17400000000.0,12300000000.0
CNPC Capital,China,5900000000.0,622600000.0,141000000000.0,10600000000.0
Constellation Software,Canada,8800000000.0,575500000.0,11900000000.0,57600000000.0
Hoya,Japan,5300000000.0,1300000000.0,8000000000.0,42700000000.0
Banca Mediolanum,Italy,3100000000.0,936900000.0,85400000000.0,8800000000.0
Amcor,United Kingdom,13800000000.0,653000000.0,16700000000.0,14800000000.0
Xylem,United States,7900000000.0,663000000.0,15900000000.0,34700000000.0
Marathon Oil,United States,6400000000.0,1400000000.0,19700000000.0,14800000000.0
International Paper,United States,18500000000.0,186000000.0,23000000000.0,14100000000.0
El Puerto de Liverpool,Mexico,11500000000.0,1200000000.0,15300000000.0,11500000000.0
EMCOR Group,United States,13100000000.0,718700000.0,6700000000.0,17800000000.0
Old Dominion Freight Line,United States,5900000000.0,1200000000.0,5700000000.0,39800000000.0
Vibra Energia,Brazil,33100000000.0,1100000000.0,8800000000.0,5000000000.0
ICON (Ireland),Ireland,8199999999.999999,683100000.0,17000000000.0,26000000000.0
US Foods,United States,36000000000.0,506000000.0,13400000000.0,13600000000.0
Hexagon ,Sweden,5900000000.0,920000000.0,18400000000.0,29700000000.0
Top Frontier Investment Holdings,Philippines,26000000000.0,-47900000.0,47100000000.0,586000000.0
Weyerhaeuser,United States,7600000000.0,802000000.0,16800000000.0,22700000000.0
Atmos Energy,United States,4099999999.9999995,999100000.0,24000000000.0,17900000000.0
Terna,Italy,3400000000.0,957200000.0,25900000000.0,17100000000.000002
Assurant,United States,11400000000.0,765300000.0,26600000000.0,9100000000.0
Cathay Pacific Airways,Hong Kong,12100000000.0,1300000000.0,22300000000.0,7200000000.0
Korea Gas,South Korea,29900000000.0,-375000000.0,42400000000.0,1800000000.0
LKQ,United States,14200000000.0,831000000.0,15300000000.0,11900000000.0
XP,Brazil,3000000000.0,782900000.0,51300000000.0,11900000000.0
Asustek Computer,Taiwan,15700000000.0,733700000.0,15700000000.0,11900000000.0
Telecom Italia,Italy,17600000000.0,-1600000000.0,68700000000.0,5700000000.0
Industrivarden,Sweden,1000000000.0,3000000000.0,16399999999.999998,14700000000.0
Echostar,United States,20600000000.0,-1800000000.0,55600000000.0,4800000000.0
Krung Thai Bank,Thailand,5800000000.0,1100000000.0,101900000000.0,6600000000.0
Vivendi,France,11400000000.0,437900000.0,42300000000.0,11300000000.0
Cemex,Mexico,17500000000.0,203800000.0,28600000000.0,11700000000.0
NARI Technology Development,China,7400000000.0,1000000000.0,11500000000.0,25500000000.0
China Tourism Group Duty Free ,China,8900000000.0,937300000.0,11100000000.0,19800000000.0
Equity Residential,United States,2900000000.0,919200000.0,19900000000.0,25400000000.0
Prysmian,Italy,16300000000.0,576800000.0,14600000000.0,16800000000.0
Garmin,Switzerland,5500000000.0,1400000000.0,8600000000.0,32799999999.999996
MSCI,United States,2600000000.0,1200000000.0,5500000000.0,40000000000.0
Japan Exchange Group,Japan,1100000000.0,420600000.0,533100000000.0,12200000000.0
Owens Corning,United States,9600000000.0,1100000000.0,11300000000.0,15300000000.0
Sun Pharma Industries,India,5700000000.0,1100000000.0,9600000000.0,44100000000.0
Amadeus IT Group ,Spain,6100000000.0,1200000000.0,12100000000.0,31400000000.0
Wolters Kluwer,Netherlands,6000000000.0,1100000000.0,10300000000.0,38300000000.0
Bankinter,Spain,5000000000.0,913300000.0,124800000000.0,7500000000.0
American Financial Group,United States,7900000000.0,882000000.0,24400000000.0,11200000000.0
SK Telecom,South Korea,13400000000.0,861900000.0,22500000000.0,8100000000.0
Investec,United Kingdom,6200000000.0,1100000000.0,69900000000.0,5700000000.0
Chow Tai Fook Jewellery,Hong Kong,12500000000.0,842800000.0,10900000000.0,13900000000.0
Fortive,United States,6100000000.0,899600000.0,17500000000.0,27200000000.0
Sunshine Insurance Group,China,11000000000.0,534500000.0,71800000000.0,4700000000.0
First Horizon,United States,4900000000.0,838000000.0,81800000000.0,8800000000.0
Rexel,France,20700000000.0,837500000.0,15100000000.0,8900000000.0
Ball,United States,13300000000.0,-480000000.0,19900000000.0,21800000000.0
Caesars Entertainment,United States,11400000000.0,764000000.0,33100000000.0,7700000000.0
Howmet Aerospace,United States,6900000000.0,860000000.0,10400000000.0,33900000000.0
SMC,Japan,5400000000.0,1200000000.0,13800000000.0,33799999999.999996
ThyssenKrupp Group,Germany,38700000000.0,-2500000000.0,33299999999.999996,3400000000.0
Banco Comercial Portugues,Portugal,5800000000.0,950900000.0,105600000000.0,5800000000.0
Attijariwafa Bank,Morocco,4200000000.0,741000000.0,66800000000.0,10300000000.0
YPF ,Argentina,18000000000.0,-2400000000.0,26600000000.0,11500000000.0
Stanley Black & Decker,United States,15700000000.0,-74900000.0,23900000000.0,13900000000.0
SQM,Chile,7400000000.0,2000000000.0,11700000000.0,13500000000.0
Mitsubishi Motors,Japan,19300000000.0,1100000000.0,16200000000.0,4200000000.0
CJ Corporation,South Korea,31800000000.0,192900000.0,36100000000.0,3500000000.0
China Galaxy Securities,China,4200000000.0,989900000.0,93500000000.0,6700000000.0
West Japan Railway,Japan,11300000000.0,683000000.0,25000000000.0,9900000000.0
Chugoku Electric Power,Japan,11300000000.0,923200000.0,27300000000.0,2400000000.0
Telenor,Norway,7600000000.0,699100000.0,21500000000.0,16600000000.000002
Universal Health Services,United States,14700000000.0,816300000.0,14000000000.0,11900000000.0
Metro,Canada,15700000000.0,727100000.0,10300000000.0,12500000000.0
Partners Group Holding,Switzerland,2400000000.0,1100000000.0,5700000000.0,36000000000.0
Hydro One,Canada,5900000000.0,812600000.0,25200000000.0,17700000000.0
China Southern Airlines,China,22500000000.0,-589900000.0,43700000000.0,7300000000.0
Bayan Resources,Indonesia,3300000000.0,1000000000.0,2900000000.0,39600000000.0
Vietin Bank,Vietnam,6400000000.0,836500000.0,83800000000.0,7000000000.0
Olympus,Japan,6500000000.0,1700000000.0,10100000000.0,18400000000.0
StoneX Group,United States,73400000000.0,233900000.0,25700000000.0,2400000000.0
Yum China Holdings,China,11000000000.0,825000000.0,11300000000.0,15300000000.0
Korean Air,South Korea,12700000000.0,909400000.0,23200000000.0,5900000000.0
Autodesk,United States,5400000000.0,906000000.0,9900000000.0,47700000000.0
Towngas,Hong Kong,7300000000.0,775300000.0,20700000000.0,15300000000.0
WESCO International,United States,22200000000.0,684300000.0,15500000000.0,9400000000.0
Westlake Chemical,United States,12200000000.0,257000000.0,21000000000.0,20300000000.0
Shenzhen Transsion Holding,China,9800000000.0,925800000.0,6600000000.0,15300000000.0
Williams-Sonoma,United States,7800000000.0,949800000.0,5300000000.0,19900000000.0
J.B. Hunt Transport Services,United States,12500000000.0,658000000.0,8400000000.0,17000000000.0
Smurfit Kappa Group,Ireland,12200000000.0,821100000.0,14600000000.0,12400000000.0
Jyske Bank,Denmark,4500000000.0,831300000.0,111500000000.0,5100000000.0
Cellnex Telecom,Spain,4300000000.0,-267000000.0,47400000000.0,27100000000.0
Seazen Group,China,16800000000.0,-41400000.0,53600000000.0,1600000000.0
Forvia,France,29500000000.0,247000000.0,33700000000.000004,3400000000.0
InterGlobe Aviation,India,7900000000.0,871300000.0,8800000000.0,20200000000.0
AutoNation,United States,27000000000.0,922500000.0,12000000000.0,6900000000.0
IDEXX Laboratories,United States,3700000000.0,866600000.0,3400000000.0,44900000000.0
Sodexo,France,24500000000.0,303200000.0,16899999999.999998,13700000000.0
Dassault Aviation,France,5200000000.0,749600000.0,25900000000.0,17600000000.0
Grupo De Inversiones Suramericana,Colombia,9700000000.0,1400000000.0,21900000000.0,6100000000.0
Oriental Land,Japan,4300000000.0,831400000.0,9000000000.0,48200000000.0
Adani Ports & Special Economic Zone,India,3200000000.0,979600000.0,14300000000.0,34600000000.0
Piraeus Financial Holdings,Greece,3700000000.0,910700000.0,83400000000.0,5200000000.0
Performance Food Group,United States,58000000000.0,419500000.0,13100000000.0,11500000000.0
Webster Financial,United States,4099999999.9999995,855000000.0,76200000000.0,8000000000.0
iA Financial Corporation,Canada,8900000000.0,556100000.0,70200000000.0,6600000000.0
Gerdau (Cosigua),Brazil,13400000000.0,1300000000.0,15400000000.0,8000000000.0
Brenntag,Germany,17700000000.0,694300000.0,11500000000.0,10900000000.0
Hunan Valin Steel,China,22500000000.0,666800000.0,19300000000.0,5000000000.0
Kobe Steel,Japan,17600000000.0,757600000.0,19300000000.0,4900000000.0
Quest Diagnostics,United States,9300000000.0,842000000.0,14000000000.0,16000000000.0
Bunzl,United Kingdom,14700000000.0,654100000.0,11400000000.0,13000000000.0
GoDaddy,United States,4300000000.0,1700000000.0,8000000000.0,19100000000.0
Compagnie de l'Odet,France,14800000000.0,133000000.0,57100000000.0,7000000000.0
Pan Pacific International Holdings,Japan,14200000000.0,600000000.0,9600000000.0,14700000000.0
AntarChile,Chile,29600000000.0,235800000.0,29700000000.0,3900000000.0
Astellas Pharma,Japan,11100000000.0,89200000.0,23600000000.0,17200000000.0
Huadian Power International,China,16300000000.0,511400000.0,31900000000.0,6000000000.0
Swatch Group,Switzerland,8800000000.0,967000000.0,16899999999.999998,11400000000.0
Randstad N.V.,Netherlands,26900000000.0,605000000.0,11700000000.0,9800000000.0
Origin Energy,Australia,10400000000.0,1100000000.0,13000000000.0,11400000000.0
Jiangsu Eastern Shenghong,China,19700000000.0,26500000.0,27900000000.0,9000000000.0
ResMed,United States,4600000000.0,958400000.0,6800000000.0,32100000000.0
BCI-Banco Credito,Chile,5200000000.0,822600000.0,88000000000.0,6700000000.0
Jiangsu Yanghe Brewery,China,4000000000.0,1400000000.0,10000000000.0,20400000000.0
Bank Of Guiyang,China,4300000000.0,767400000.0,100200000000.0,2900000000.0
Norsk Hydro,Norway,18100000000.0,306300000.0,19600000000.0,12600000000.0
Zhongyuan Bank,China,7900000000.0,450800000.0,189800000000.0,1700000000.0
Vipshop Holdings,China,15900000000.0,1100000000.0,10200000000.0,8000000000.0
SinoPac Financial,Taiwan,3500000000.0,634100000.0,90300000000.0,8900000000.0
Industries Qatar,Qatar,3100000000.0,1400000000.0,10800000000.0,20000000000.0
Grupo Galicia,Argentina,19500000000.0,1000000000.0,12700000000.0,6500000000.0
Csc Financial,China,4500000000.0,862800000.0,73700000000.0,6900000000.0
Datang International Power,China,17100000000.000002,-21900000.0,42900000000.0,3800000000.0
Pegatron,Taiwan,37800000000.0,507900000.0,16200000000.0,8600000000.0
Evolution Gaming Group AB,Sweden,2000000000.0,1200000000.0,5400000000.0,23300000000.0
Keppel,Singapore,5200000000.0,3000000000.0,20300000000.0,8900000000.0
Olam Group,Singapore,35900000000.0,207500000.0,25600000000.0,3300000000.0
S-Oil,South Korea,27200000000.0,643800000.0,16600000000.000002,5900000000.0
A2A,Italy,13800000000.0,845700000.0,19400000000.0,6900000000.0
China International Capital,China,5000000000.0,779200000.0,88000000000.0,7000000000.0
IDBI Bank,India,3700000000.0,699100000.0,43700000000.0,10900000000.0
Dongguan Rural Commercial Bank,China,3700000000.0,735400000.0,100000000000.0,6000000000.0
NiSource,United States,5200000000.0,745600000.0,29300000000.0,13100000000.0
Helvetia Holding,Switzerland,11700000000.0,315100000.0,71900000000.0,7500000000.0
Yuexiu Property ,Hong Kong,11300000000.0,453600000.0,56600000000.0,3300000000.0
Bajaj Auto,India,5400000000.0,931000000.0,4700000000.0,29400000000.0
Grupo Aval,Colombia,11300000000.0,103900000.0,79400000000.0,2900000000.0
BAIC Motor,China,28000000000.0,436600000.0,23800000000.0,2400000000.0
Alstom,France,19100000000.0,-335000000.0,35900000000.0,7600000000.0
Bâloise Group,Switzerland,10600000000.0,266600000.00000003,92000000000.0,7500000000.0
Masco,United States,7900000000.0,918000000.0,5300000000.0,15500000000.0
Gartner,United States,6000000000.0,797200000.0,7700000000.0,35000000000.0
Keysight Technologies,United States,5300000000.0,969000000.0,9100000000.0,27500000000.0
Evergy,United States,5500000000.0,711400000.0,31300000000.0,12700000000.0
Adyen,Netherlands,2000000000.0,755000000.0,10600000000.0,41900000000.0
Bank of Chongqing,China,4300000000.0,697000000.0,108000000000.0,2400000000.0
Ajinomoto,Japan,10000000000.0,602500000.0,11700000000.0,19800000000.0
Alpha Bank,Greece,4700000000.0,770800000.0,80300000000.0,4400000000.0
Solventum,United States,8199999999.999999,1300000000.0,14700000000.0,10800000000.0
Brown & Brown,United States,4400000000.0,914600000.0,14800000000.0,25600000000.0
Sojitz,Japan,16700000000.0,696800000.0,19100000000.0,6000000000.0
Halyk Bank,Kazakhstan,5200000000.0,1500000000.0,35500000000.0,5000000000.0
Fanuc,Japan,5500000000.0,920900000.0,12700000000.0,28000000000.0
Shriram Transport Finance Co.,India,4400000000.0,889700000.0,29800000000.0,10700000000.0
Hyundai Marine & Fire,South Korea,11100000000.0,624000000.0,31900000000.0,1900000000.0
Asahi Kasei,Japan,19300000000.0,302900000.0,24200000000.0,9300000000.0
Jefferies Financial ,United States,8400000000.0,304700000.0,60900000000.0,10000000000.0
Labcorp,United States,12300000000.0,433100000.0,16500000000.0,17800000000.0
Old Mutual,South Africa,11900000000.0,382600000.0,62800000000.0,2700000000.0
Xiamen International Trade Group,China,61500000000.0,165500000.0,20500000000.0,2400000000.0
EQT,United States,4500000000.0,620200000.0,25400000000.0,18200000000.0
AGCO,United States,14000000000.0,1100000000.0,13500000000.0,8199999999.999999
NetApp,United States,6200000000.0,940000000.0,9400000000.0,22800000000.0
Voestalpine,Austria,18400000000.0,676600000.0,18300000000.0,4900000000.0
Verisk Analytics,United States,2700000000.0,777900000.0,4500000000.0,35900000000.0
Corpay,United States,3800000000.0,997000000.0,15800000000.0,19600000000.0
Marfrig Global Foods,Brazil,27200000000.0,-166500000.0,26200000000.0,2100000000.0
Eastman,United States,9100000000.0,925000000.0,14700000000.0,11800000000.0
Western Alliance Bancorp.,United States,4600000000.0,757600000.0,77000000000.0,7200000000.0
Bank Albilad,Saudi Arabia,2600000000.0,653800000.0,38300000000.0,11700000000.0
Leidos,United States,15700000000.0,321000000.0,12800000000.0,20100000000.0
PGE Polska Grupa Energetyczna,Poland,22800000000.0,-1200000000.0,28800000000.0,4300000000.0
China Eastern Airlines,China,16000000000.0,-1200000000.0,40100000000.0,5500000000.0
Tourmaline Oil,Canada,3900000000.0,1300000000.0,14800000000.0,17400000000.0
Kerry Group,Ireland,8700000000.0,787400000.0,12900000000.0,14900000000.0
Kingspan Group PLC,Ireland,8700000000.0,692200000.0,8800000000.0,17700000000.0
Zhongsheng Group Holdings,China,25300000000.0,711900000.0,14600000000.0,4900000000.0
Dongfeng Motor Group,China,14000000000.0,-543200000.0,46600000000.0,3100000000.0
DexCom,United States,3800000000.0,639300000.0,6500000000.0,52200000000.0
Mettler-Toledo International,United States,3800000000.0,777900000.0,3300000000.0,32500000000.0
HBIS,China,16700000000.0,137800000.0,36100000000.0,3200000000.0
AGNC Investment,United States,2900000000.0,749000000.0,71900000000.0,7300000000.0
ZTO Express (Cayman),China,5500000000.0,1200000000.0,12400000000.0,19300000000.0
Shanghai Electric Group,China,15800000000.0,-5900000.0,38600000000.0,3400000000.0
DoorDash,United States,9100000000.0,-420000000.0,11400000000.0,48000000000.0
Tianshan Material,China,13800000000.0,177500000.0,41600000000.0,7900000000.0
Campbell Soup,United States,9300000000.0,766000000.0,12100000000.0,13800000000.0
Marvell Technology,United States,5500000000.0,-933400000.0,21200000000.0,62200000000.0
Bank of Greece,Greece,7500000000.0,107000000.0,250200000000.0,309000000.0
Expeditors International,United States,8900000000.0,696000000.0,4500000000.0,16700000000.0
Hyundai Glovis,South Korea,19700000000.0,821400000.0,11500000000.0,5300000000.0
Storebrand,Norway,9700000000.0,301100000.0,89000000000.0,4600000000.0
Brown-Forman,United States,4200000000.0,965000000.0,8199999999.999999,22900000000.0
Foshan Haitian Flavouring and Food,China,3500000000.0,813000000.0,5100000000.0,29200000000.0
Carvana,United States,11200000000.0,638000000.0,7000000000.0,13700000000.0
Wistron,Taiwan,28500000000.0,471600000.0,14400000000.0,10000000000.0
Alexandria Real Estate Equities,United States,3000000000.0,184100000.0,37700000000.0,21700000000.0
Beijing Enterprises,Hong Kong,10500000000.0,702300000.0,26200000000.0,4500000000.0
Coca-Cola HBC,Switzerland,11000000000.0,689200000.0,11000000000.0,12900000000.0
Rheinmetall,Germany,8000000000.0,574600000.0,12500000000.0,24200000000.0
Gemdale,China,12500000000.0,14600000.0,50900000000.0,2900000000.0
First Solar,United States,3600000000.0,1000000000.0,10800000000.0,21100000000.0
Evonik Industries,Germany,16300000000.0,-386000000.0,22100000000.0,10200000000.0
Terumo,Japan,6400000000.0,735600000.0,12100000000.0,26000000000.0
Robinhood Markets,United States,2100000000.0,127000000.0,46100000000.0,17700000000.0
BJ's Wholesale Club,United States,20000000000.0,523700000.00000006,6700000000.0,10600000000.0
Borouge,United Arab Emirates,5700000000.0,1100000000.0,9200000000.0,20000000000.0
Bank of Suzhou,China,3300000000.0,663800000.0,89700000000.0,4000000000.0
Solvay,Belgium,9900000000.0,2100000000.0,7500000000.0,3900000000.0
Comerica,United States,5200000000.0,691000000.0,79400000000.0,7300000000.0
Wuxi Apptec,China,5500000000.0,1500000000.0,10400000000.0,15100000000.0
Far East Horizon,Hong Kong,5500000000.0,874400000.0,49600000000.0,3500000000.0
Xiamen Xiangyu,China,60500000000.0,200100000.0,18500000000.0,2200000000.0
Ares Management,United States,3900000000.0,435400000.0,24400000000.0,28300000000.0
TUI,Germany,23500000000.0,550800000.0,17500000000.0,3600000000.0
Epiroc,Sweden,5700000000.0,862600000.0,7300000000.0,24600000000.0
Metropolitan Bank & Trust,Philippines,3400000000.0,782400000.0,56700000000.0,5500000000.0
Shopify,Canada,7400000000.0,-200000000.0,11100000000.0,75300000000.0
Next,United Kingdom,6800000000.0,1000000000.0,6000000000.0,14500000000.0
Church & Dwight,United States,5900000000.0,780100000.0,8600000000.0,26000000000.0
E-mart ,South Korea,22400000000.0,-66099999.99999999,25200000000.0,1300000000.0
Akzo Nobel,Netherlands,11500000000.0,573600000.0,15500000000.0,12000000000.0
Rede D'Oro Luiz,Brazil,9700000000.0,518299999.99999994,18200000000.0,13700000000.0
Obayashi,Japan,16100000000.000002,519100000.0,19900000000.0,8300000000.000001
STRABAG,Austria,19100000000.0,681700000.0,15600000000.0,4500000000.0
Grupo Elektra,Mexico,10800000000.0,418700000.0,26900000000.0,10500000000.0
Valeo,France,23800000000.0,238900000.0,24000000000.0,3400000000.0
Galaxy Entertainment,Hong Kong,2900000000.0,872100000.0,11200000000.0,22400000000.0
Qantas Airways,Australia,13700000000.0,1100000000.0,13200000000.0,6400000000.0
Bawag Group,Austria,3300000000.0,738000000.0,61300000000.0,5100000000.0
ACWA Power,Saudi Arabia,1700000000.0,449500000.0,15300000000.0,89700000000.0
Aristocrat Leisure,Australia,4300000000.0,994400000.0,6800000000.0,19600000000.0
Packaging Corp of America,United States,7800000000.0,716300000.0,8900000000.0,16399999999.999998
Zions Bancorp,United States,4800000000.0,624000000.0,87100000000.0,6600000000.0
FinecoBank,Italy,1900000000.0,658500000.0,36800000000.0,10400000000.0
China Mengniu Dairy,Hong Kong,13900000000.0,683200000.0,16200000000.0,8500000000.0
Broadridge Financial,United States,6400000000.0,699000000.0,8199999999.999999,24000000000.0
Aramark,United States,18300000000.0,625900000.0,12600000000.0,8800000000.0
Lindt & Sprungli,Switzerland,5800000000.0,747100000.0,9500000000.0,27300000000.0
Veralto,United States,5000000000.0,798000000.0,5700000000.0,24300000000.0
Qilu Bank,China,3200000000.0,613000000.0,86500000000.0,3500000000.0
Jiangsu Hengrui Medicine,China,3200000000.0,618100000.0,6400000000.0,39300000000.0
Hyundai Steel,South Korea,19300000000.0,200200000.0,26100000000.0,3100000000.0
Teledyne Technologies,United States,5600000000.0,885500000.0,14600000000.0,19300000000.0
Tokyo Century,Japan,9300000000.0,498900000.0,42700000000.0,4800000000.0
BBMG,China,13500000000.0,-129199999.99999999,37800000000.0,1000000000.0
China Jinmao,Hong Kong,10200000000.0,-948900000.0,57400000000.0,1600000000.0
Coloplast,Denmark,3700000000.0,722200000.0,7000000000.0,27900000000.0
Shin Kong Financial,Taiwan,7100000000.0,-237700000.0,161400000000.0,4300000000.0
Roivant Sciences,United Kingdom,123000000.0,4500000000.0,7300000000.0,9100000000.0
Carlsberg,Denmark,10700000000.0,-5900000000.0,16600000000.000002,18900000000.0
McCormick,United States,6700000000.0,707500000.0,12900000000.0,19900000000.0
China Steel,Taiwan,11600000000.0,97000000.0,21600000000.0,11900000000.0
Shimao Property Holdings,Hong Kong,8500000000.0,-3000000000.0,76600000000.0,641000000.0
Banque Cantonale Vaudoise,Switzerland,1800000000.0,522100000.0,69900000000.0,8900000000.0
Ag Anadolu Grubu Holding Anonim Sirketi,Turkey,15800000000.0,824400000.0,13300000000.0,2800000000.0
Asian Paints,India,4300000000.0,659500000.0,3600000000.0,32299999999.999996
Wens Foodstuff Group,China,12800000000.0,-680000000.0,13100000000.0,19500000000.0
Credito Emiliano,Italy,3500000000.0,637800000.0,71000000000.0,3700000000.0
China Merchants Expressway Network & Technology Holdings,China,1500000000.0,935800000.0,21800000000.0,10700000000.0
Annaly Capital Management,United States,6000000000.0,-336000000.0,91500000000.0,10200000000.0
Latam Airlines,Chile,12200000000.0,724500000.0,14900000000.0,9000000000.0
Dollarama,Canada,4300000000.0,748700000.0,4400000000.0,25400000000.0
Hong Leong Financial,Malaysia,2500000000.0,638400000.0,69700000000.0,4200000000.0
Chongqing Zhifei Biological Products,China,7400000000.0,1000000000.0,7400000000.0,11500000000.0
China Nuclear Engineering Corporation,China,15200000000.0,294500000.0,30300000000.0,3300000000.0
Murphy USA,United States,21300000000.0,516500000.0,4300000000.0,9200000000.0
Bank of Tianjin,China,5200000000.0,524200000.00000006,118500000000.0,1400000000.0
HPB,Croatia,2500000000.0,706800000.0,55000000000.0,493000000.0
Trina Solar,China,15300000000.0,596700000.0,18400000000.0,6000000000.0
Hotai Motor,Taiwan,8900000000.0,753400000.0,15500000000.0,10800000000.0
